# Informe de auditoría (pasada B - revisar manualmente)
# Generado: 2026-05-04 08:53:25
# Total ocurrencias: 7026
# Formato: ARCHIVO | LINEA | OLD -> NEW | CONTEXTO | MOTIVO | TEXTO

C:\DISCO_DURO\proyectos\Factuzam\src\Core\inMtoAppParam.pas | 409 | KEY_PERFILES -> KEY_USUPER | SUBKEY_PERFILES | prefijo | SubKey   := qry.FieldByName('SUBKEY_PERFILES').AsString;
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 866 | FECHA_ENTREGA_FACTURA_LINEA -> FECHA_ENTREGA_FACLIN | LineasFacturasFECHA_ENTREGA_FACTURA_LINEA | prefijo | '    LineasFacturasFECHA_ENTREGA_FACTURA_LINEA.Visible := True;'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 880 | PROVINCIA_EMPRESA_FACTURA -> PROVINCIA_EMPRESA_FAC | FacturasPROVINCIA_EMPRESA_FACTURAOnBeforePrint | prefijo+sufijo | 'procedure FacturasPROVINCIA_EMPRESA_FACTURAOnBeforePrint(Sender:' +
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 880 | PROVINCIA_EMPRESA -> PROVINCIA_EMP | FacturasPROVINCIA_EMPRESA_FACTURAOnBeforePrint | prefijo+sufijo | 'procedure FacturasPROVINCIA_EMPRESA_FACTURAOnBeforePrint(Sender:' +
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 884 | POBLACION_EMPRESA -> POBLACION_EMP | POBLACION_EMPRESA_FACTURA | sufijo | '  IF (<Facturas."POBLACION_EMPRESA_FACTURA"> = <Facturas."PROVIN' +
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 886 | PROVINCIA_EMPRESA_FACTURA -> PROVINCIA_EMPRESA_FAC | FacturasPROVINCIA_EMPRESA_FACTURA | prefijo | '    FacturasPROVINCIA_EMPRESA_FACTURA.Visible := False'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 886 | PROVINCIA_EMPRESA -> PROVINCIA_EMP | FacturasPROVINCIA_EMPRESA_FACTURA | prefijo+sufijo | '    FacturasPROVINCIA_EMPRESA_FACTURA.Visible := False'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 888 | PROVINCIA_EMPRESA_FACTURA -> PROVINCIA_EMPRESA_FAC | FacturasPROVINCIA_EMPRESA_FACTURA | prefijo | '    FacturasPROVINCIA_EMPRESA_FACTURA.Visible := True;'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 888 | PROVINCIA_EMPRESA -> PROVINCIA_EMP | FacturasPROVINCIA_EMPRESA_FACTURA | prefijo+sufijo | '    FacturasPROVINCIA_EMPRESA_FACTURA.Visible := True;'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 893 | PROVINCIA_CLIENTE_FACTURA -> PROVINCIA_CLIENTE_FAC | FacturasPROVINCIA_CLIENTE_FACTURAOnBeforePrint | prefijo+sufijo | 'procedure FacturasPROVINCIA_CLIENTE_FACTURAOnBeforePrint(Sender:' +
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 893 | PROVINCIA_CLIENTE -> PROVINCIA_CLI | FacturasPROVINCIA_CLIENTE_FACTURAOnBeforePrint | prefijo+sufijo | 'procedure FacturasPROVINCIA_CLIENTE_FACTURAOnBeforePrint(Sender:' +
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 897 | POBLACION_CLIENTE -> POBLACION_CLI | POBLACION_CLIENTE_FACTURA | sufijo | '  IF (<Facturas."POBLACION_CLIENTE_FACTURA"> = <Facturas."PROVIN' +
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 899 | PROVINCIA_CLIENTE_FACTURA -> PROVINCIA_CLIENTE_FAC | FacturasPROVINCIA_CLIENTE_FACTURA | prefijo | '    FacturasPROVINCIA_CLIENTE_FACTURA.Visible := False'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 899 | PROVINCIA_CLIENTE -> PROVINCIA_CLI | FacturasPROVINCIA_CLIENTE_FACTURA | prefijo+sufijo | '    FacturasPROVINCIA_CLIENTE_FACTURA.Visible := False'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 901 | PROVINCIA_CLIENTE_FACTURA -> PROVINCIA_CLIENTE_FAC | FacturasPROVINCIA_CLIENTE_FACTURA | prefijo | '    FacturasPROVINCIA_CLIENTE_FACTURA.Visible := True;'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 901 | PROVINCIA_CLIENTE -> PROVINCIA_CLI | FacturasPROVINCIA_CLIENTE_FACTURA | prefijo+sufijo | '    FacturasPROVINCIA_CLIENTE_FACTURA.Visible := True;'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 950 | ESIMP_INCL_TARIFA -> ESIMP_INCL_TAR | ESIMP_INCL_TARIFA_FACTURA_LINEA | sufijo | '  if (<Lineas Facturas."ESIMP_INCL_TARIFA_FACTURA_LINEA"> = '#39'S'#39')' +
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 969 | ESIMP_INCL_TARIFA -> ESIMP_INCL_TAR | ESIMP_INCL_TARIFA_FACTURA_LINEA | sufijo | '  if (<Lineas Facturas."ESIMP_INCL_TARIFA_FACTURA_LINEA"> = '#39'S'#39')' +
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1032 | CANTIDAD -> CANTIDAD_ARTVIN | CANTIDAD_FACTURA_LINEA | sufijo | '[<Lineas Facturas."CANTIDAD_FACTURA_LINEA">*<Lineas Facturas."PR' +
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1036 | CANTIDAD_FACTURA_LINEA -> CANTIDAD_FACLIN | LineasFacturasCANTIDAD_FACTURA_LINEA | prefijo | object LineasFacturasCANTIDAD_FACTURA_LINEA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1036 | CANTIDAD -> CANTIDAD_ARTVIN | LineasFacturasCANTIDAD_FACTURA_LINEA | prefijo+sufijo | object LineasFacturasCANTIDAD_FACTURA_LINEA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1052 | CANTIDAD -> CANTIDAD_ARTVIN | CANTIDAD_FACTURA_LINEA | sufijo | '[Lineas Facturas."CANTIDAD_FACTURA_LINEA"] [Lineas Facturas."TIP' +
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1053 | CANTIDAD -> CANTIDAD_ARTVIN | O_CANTIDAD_ARTICULO_FACTURA_LINEA | prefijo+sufijo | 'O_CANTIDAD_ARTICULO_FACTURA_LINEA"]')
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1084 | PORCEN_IVA_FACTURA_LINEA -> PORCENTAJE_IVA_FACLIN | LineasFacturasPORCEN_IVA_FACTURA_LINEA | prefijo | object LineasFacturasPORCEN_IVA_FACTURA_LINEA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1105 | FECHA_ENTREGA_FACTURA_LINEA -> FECHA_ENTREGA_FACLIN | LineasFacturasFECHA_ENTREGA_FACTURA_LINEA | prefijo | object LineasFacturasFECHA_ENTREGA_FACTURA_LINEA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1127 | DESCRIPCION_ARTICULO_FACTURA_LINEA -> DESCRIPCION_ARTICULO_FACLIN | LineasFacturasDESCRIPCION_ARTICULO_FACTURA_LINEA | prefijo | object LineasFacturasDESCRIPCION_ARTICULO_FACTURA_LINEA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1127 | DESCRIPCION_ARTICULO -> DESCRIPCION_ART | LineasFacturasDESCRIPCION_ARTICULO_FACTURA_LINEA | prefijo+sufijo | object LineasFacturasDESCRIPCION_ARTICULO_FACTURA_LINEA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1135 | DESCRIPCION_ARTICULO -> DESCRIPCION_ART | DESCRIPCION_ARTICULO_FACTURA_LINEA | sufijo | DataField = 'DESCRIPCION_ARTICULO_FACTURA_LINEA'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1146 | DESCRIPCION_ARTICULO -> DESCRIPCION_ART | DESCRIPCION_ARTICULO_FACTURA_LINEA | sufijo | '[Lineas Facturas."DESCRIPCION_ARTICULO_FACTURA_LINEA"]')
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1307 | RAZONSOCIAL_EMPRESA_FACTURA -> RAZON_SOCIAL_EMPRESA_FAC | FacturasRAZONSOCIAL_EMPRESA_FACTURA | prefijo | object FacturasRAZONSOCIAL_EMPRESA_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1307 | RAZONSOCIAL_EMPRESA -> RAZON_SOCIAL_EMP | FacturasRAZONSOCIAL_EMPRESA_FACTURA | prefijo+sufijo | object FacturasRAZONSOCIAL_EMPRESA_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1314 | RAZONSOCIAL_EMPRESA -> RAZON_SOCIAL_EMP | RAZONSOCIAL_EMPRESA_FACTURA | sufijo | DataField = 'RAZONSOCIAL_EMPRESA_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1322 | RAZONSOCIAL_EMPRESA -> RAZON_SOCIAL_EMP | RAZONSOCIAL_EMPRESA_FACTURA | sufijo | '[Facturas."RAZONSOCIAL_EMPRESA_FACTURA"]')
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1349 | CPOSTAL_EMPRESA_FACTURA -> CODIGO_POSTAL_EMPRESA_FAC | FacturasCPOSTAL_EMPRESA_FACTURA | prefijo | object FacturasCPOSTAL_EMPRESA_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1349 | CPOSTAL_EMPRESA -> CODIGO_POSTAL_EMP | FacturasCPOSTAL_EMPRESA_FACTURA | prefijo+sufijo | object FacturasCPOSTAL_EMPRESA_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1364 | CPOSTAL_EMPRESA -> CODIGO_POSTAL_EMP | CPOSTAL_EMPRESA_FACTURA | sufijo | '[Facturas."CPOSTAL_EMPRESA_FACTURA"]   [Facturas."POBLACION_EMPR' +
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1368 | PROVINCIA_EMPRESA_FACTURA -> PROVINCIA_EMPRESA_FAC | FacturasPROVINCIA_EMPRESA_FACTURA | prefijo | object FacturasPROVINCIA_EMPRESA_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1368 | PROVINCIA_EMPRESA -> PROVINCIA_EMP | FacturasPROVINCIA_EMPRESA_FACTURA | prefijo+sufijo | object FacturasPROVINCIA_EMPRESA_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1375 | PROVINCIA_EMPRESA_FACTURA -> PROVINCIA_EMPRESA_FAC | FacturasPROVINCIA_EMPRESA_FACTURAOnBeforePrint | prefijo+sufijo | OnBeforePrint = 'FacturasPROVINCIA_EMPRESA_FACTURAOnBeforePrint'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1375 | PROVINCIA_EMPRESA -> PROVINCIA_EMP | FacturasPROVINCIA_EMPRESA_FACTURAOnBeforePrint | prefijo+sufijo | OnBeforePrint = 'FacturasPROVINCIA_EMPRESA_FACTURAOnBeforePrint'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1376 | PROVINCIA_EMPRESA_FACTURA -> PROVINCIA_EMPRESA_FAC | FacturasPROVINCIA_EMPRESA_FACTURAOnPreviewClick | prefijo+sufijo | OnPreviewClick = 'FacturasPROVINCIA_EMPRESA_FACTURAOnPreviewClick'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1376 | PROVINCIA_EMPRESA -> PROVINCIA_EMP | FacturasPROVINCIA_EMPRESA_FACTURAOnPreviewClick | prefijo+sufijo | OnPreviewClick = 'FacturasPROVINCIA_EMPRESA_FACTURAOnPreviewClick'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1384 | PROVINCIA_EMPRESA -> PROVINCIA_EMP | PROVINCIA_EMPRESA_FACTURA | sufijo | '[Facturas."PROVINCIA_EMPRESA_FACTURA"]')
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1387 | MOVIL_EMPRESA_FACTURA -> MOVIL_EMPRESA_FAC | FacturasMOVIL_EMPRESA_FACTURA | prefijo | object FacturasMOVIL_EMPRESA_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1387 | MOVIL_EMPRESA -> MOVIL_EMP | FacturasMOVIL_EMPRESA_FACTURA | prefijo+sufijo | object FacturasMOVIL_EMPRESA_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1401 | MOVIL_EMPRESA -> MOVIL_EMP | MOVIL_EMPRESA_FACTURA | sufijo | '[Facturas."MOVIL_EMPRESA_FACTURA"]')
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1443 | RAZONSOCIAL_CLIENTE_FACTURA -> RAZON_SOCIAL_CLIENTE_FAC | FacturasRAZONSOCIAL_CLIENTE_FACTURA | prefijo | object FacturasRAZONSOCIAL_CLIENTE_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1443 | RAZONSOCIAL_CLIENTE -> RAZON_SOCIAL_CLI | FacturasRAZONSOCIAL_CLIENTE_FACTURA | prefijo+sufijo | object FacturasRAZONSOCIAL_CLIENTE_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1450 | RAZONSOCIAL_CLIENTE -> RAZON_SOCIAL_CLI | RAZONSOCIAL_CLIENTE_FACTURA | sufijo | DataField = 'RAZONSOCIAL_CLIENTE_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1458 | RAZONSOCIAL_CLIENTE -> RAZON_SOCIAL_CLI | RAZONSOCIAL_CLIENTE_FACTURA | sufijo | '[Facturas."RAZONSOCIAL_CLIENTE_FACTURA"]')
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1480 | CPOSTAL_CLIENTE_FACTURA -> CODIGO_POSTAL_CLIENTE_FAC | FacturasCPOSTAL_CLIENTE_FACTURA | prefijo | object FacturasCPOSTAL_CLIENTE_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1480 | CPOSTAL_CLIENTE -> CODIGO_POSTAL_CLI | FacturasCPOSTAL_CLIENTE_FACTURA | prefijo+sufijo | object FacturasCPOSTAL_CLIENTE_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1495 | CPOSTAL_CLIENTE -> CODIGO_POSTAL_CLI | CPOSTAL_CLIENTE_FACTURA | sufijo | '[Facturas."CPOSTAL_CLIENTE_FACTURA"]   [Facturas."POBLACION_CLIE' +
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1499 | PROVINCIA_CLIENTE_FACTURA -> PROVINCIA_CLIENTE_FAC | FacturasPROVINCIA_CLIENTE_FACTURA | prefijo | object FacturasPROVINCIA_CLIENTE_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1499 | PROVINCIA_CLIENTE -> PROVINCIA_CLI | FacturasPROVINCIA_CLIENTE_FACTURA | prefijo+sufijo | object FacturasPROVINCIA_CLIENTE_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1506 | PROVINCIA_CLIENTE_FACTURA -> PROVINCIA_CLIENTE_FAC | FacturasPROVINCIA_CLIENTE_FACTURAOnBeforePrint | prefijo+sufijo | OnBeforePrint = 'FacturasPROVINCIA_CLIENTE_FACTURAOnBeforePrint'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1506 | PROVINCIA_CLIENTE -> PROVINCIA_CLI | FacturasPROVINCIA_CLIENTE_FACTURAOnBeforePrint | prefijo+sufijo | OnBeforePrint = 'FacturasPROVINCIA_CLIENTE_FACTURAOnBeforePrint'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1515 | PROVINCIA_CLIENTE -> PROVINCIA_CLI | PROVINCIA_CLIENTE_FACTURA | sufijo | '[Facturas."PROVINCIA_CLIENTE_FACTURA"]   [Facturas."NOMBRE_PAIS_' +
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1524 | MOVIL_CLIENTE_FACTURA -> MOVIL_CLIENTE_FAC | FacturasMOVIL_CLIENTE_FACTURA | prefijo | object FacturasMOVIL_CLIENTE_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1524 | MOVIL_CLIENTE -> MOVIL_CLI | FacturasMOVIL_CLIENTE_FACTURA | prefijo+sufijo | object FacturasMOVIL_CLIENTE_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1540 | NIF_CLIENTE -> NIF_CLI | NIF_CLIENTE_FACTURA | sufijo | 'NIF: [Facturas."NIF_CLIENTE_FACTURA"]')
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1559 | NRO_FACTURA -> NUMERO_FAC | FacturasNRO_FACTURA | prefijo | object FacturasNRO_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1664 | PALABRA_REPORTS_ZONA_IVA -> PALABRA_REPORTS_IVA_IVAGRP | PALABRA_REPORTS_ZONA_IVA_FACTURA | sufijo | '% [Facturas."PALABRA_REPORTS_ZONA_IVA_FACTURA"]')
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1684 | MOVIL_CLIENTE_FACTURA -> MOVIL_CLIENTE_FAC | FacturasMOVIL_CLIENTE_FACTURA1 | prefijo+sufijo | object FacturasMOVIL_CLIENTE_FACTURA1: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1684 | MOVIL_CLIENTE -> MOVIL_CLI | FacturasMOVIL_CLIENTE_FACTURA1 | prefijo+sufijo | object FacturasMOVIL_CLIENTE_FACTURA1: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1700 | MOVIL_CLIENTE -> MOVIL_CLI | MOVIL_CLIENTE_FACTURA | sufijo | '[Facturas."MOVIL_CLIENTE_FACTURA"]')
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1708 | NIF_EMPRESA_FACTURA -> NIF_EMPRESA_FAC | FacturasNIF_EMPRESA_FACTURA | prefijo | object FacturasNIF_EMPRESA_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1708 | NIF_EMPRESA -> NIF_EMP | FacturasNIF_EMPRESA_FACTURA | prefijo+sufijo | object FacturasNIF_EMPRESA_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1725 | NIF_EMPRESA -> NIF_EMP | NIF_EMPRESA_FACTURA | sufijo | 'NIF: [Facturas."NIF_EMPRESA_FACTURA"]')
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1742 | EMAIL_CLIENTE -> EMAIL_CLI | EMAIL_CLIENTE_FACTURA | sufijo | '[Facturas."EMAIL_CLIENTE_FACTURA"]')
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1773 | EMAIL_EMPRESA -> EMAIL_EMP | EMAIL_EMPRESA_FACTURA | sufijo | '[Facturas."EMAIL_EMPRESA_FACTURA"]')
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1791 | NRO_FACTURA -> NUMERO_FAC | FacturasNRO_FACTURA1 | prefijo+sufijo | object FacturasNRO_FACTURA1: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1944 | PALABRA_REPORTS_ZONA_IVA -> PALABRA_REPORTS_IVA_IVAGRP | PALABRA_REPORTS_ZONA_IVA_FACTURA | sufijo | '% [Facturas."PALABRA_REPORTS_ZONA_IVA_FACTURA"]')
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1960 | PALABRA_REPORTS_ZONA_IVA -> PALABRA_REPORTS_IVA_IVAGRP | PALABRA_REPORTS_ZONA_IVA_FACTURA | sufijo | 'Total [Facturas."PALABRA_REPORTS_ZONA_IVA_FACTURA"]')
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 1996 | TOTAL_IVAN_FACTURA -> TOTAL_IVAN_FAC | FacturasTOTAL_IVAN_FACTURA | prefijo | object FacturasTOTAL_IVAN_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2017 | PORCEN_IVAN_FACTURA -> PORCENTAJE_IVAN_FAC | FacturasPORCEN_IVAN_FACTURA | prefijo | object FacturasPORCEN_IVAN_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2036 | PORCEN_IVAR_FACTURA -> PORCENTAJE_IVAR_FAC | FacturasPORCEN_IVAR_FACTURA | prefijo | object FacturasPORCEN_IVAR_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2055 | PORCEN_IVAS_FACTURA -> PORCENTAJE_IVAS_FAC | FacturasPORCEN_IVAS_FACTURA | prefijo | object FacturasPORCEN_IVAS_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2074 | PORCEN_IVAE_FACTURA -> PORCENTAJE_IVAE_FAC | FacturasPORCEN_IVAE_FACTURA | prefijo | object FacturasPORCEN_IVAE_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2093 | TOTAL_IVAR_FACTURA -> TOTAL_IVAR_FAC | FacturasTOTAL_IVAR_FACTURA | prefijo | object FacturasTOTAL_IVAR_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2115 | TOTAL_IVAS_FACTURA -> TOTAL_IVAS_FAC | FacturasTOTAL_IVAS_FACTURA | prefijo | object FacturasTOTAL_IVAS_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2137 | TOTAL_IVAE_FACTURA -> TOTAL_IVAE_FAC | FacturasTOTAL_IVAE_FACTURA | prefijo | object FacturasTOTAL_IVAE_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2159 | PORCEN_REN_FACTURA -> PORCENTAJE_REN_FAC | FacturasPORCEN_REN_FACTURA | prefijo | object FacturasPORCEN_REN_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2179 | PORCEN_RER_FACTURA -> PORCENTAJE_RER_FAC | FacturasPORCEN_RER_FACTURA | prefijo | object FacturasPORCEN_RER_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2199 | PORCEN_REE_FACTURA -> PORCENTAJE_REE_FAC | FacturasPORCEN_REE_FACTURA | prefijo | object FacturasPORCEN_REE_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2219 | PORCEN_RES_FACTURA -> PORCENTAJE_RES_FAC | FacturasPORCEN_RES_FACTURA | prefijo | object FacturasPORCEN_RES_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2239 | TOTAL_REN_FACTURA -> TOTAL_REN_FAC | FacturasTOTAL_REN_FACTURA | prefijo | object FacturasTOTAL_REN_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2246 | TOTAL_REN_FACTURA -> TOTAL_REN_FAC | FacturasTOTAL_REN_FACTURAOnBeforePrint | prefijo+sufijo | OnBeforePrint = 'FacturasTOTAL_REN_FACTURAOnBeforePrint'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2261 | TOTAL_REE_FACTURA -> TOTAL_REE_FAC | FacturasTOTAL_REE_FACTURA | prefijo | object FacturasTOTAL_REE_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2268 | TOTAL_REE_FACTURA -> TOTAL_REE_FAC | FacturasTOTAL_REE_FACTURAOnBeforePrint | prefijo+sufijo | OnBeforePrint = 'FacturasTOTAL_REE_FACTURAOnBeforePrint'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2329 | TOTAL_RER_FACTURA -> TOTAL_RER_FAC | FacturasTOTAL_RER_FACTURA | prefijo | object FacturasTOTAL_RER_FACTURA: TfrxMemoView
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2336 | TOTAL_RER_FACTURA -> TOTAL_RER_FAC | FacturasTOTAL_RER_FACTURAOnBeforePrint | prefijo+sufijo | OnBeforePrint = 'FacturasTOTAL_RER_FACTURAOnBeforePrint'
C:\DISCO_DURO\proyectos\Factuzam\src\Modals\inMtoModalImpFac.dfm | 2353 | TOTAL_RES_FACTURA -> TOTAL_RES_FAC | FacturasTOTAL_RES_FACTURA | prefijo | object FacturasTOTAL_RES_FACTURA: TfrxMemoView
